,Frame Iteration List,Step List,Episode List,Done List,Reward List,X Error List,X Mean Error List,Y Error List,Z Error List,Sqrt Distance List
49,49,49,0,False,-7.2763604533857205,0.07006252929568291,0.08567113171564415,0.009010732173919678,0.038235366344451904,7.2763604533857205
50,50,50,0,False,-6.762013004122089,0.0606815479695797,0.08518113987748603,0.012067317962646484,0.05844062566757202,6.762013004122089
51,51,51,0,False,-4.577462904496254,0.03127047419548035,0.08414439630667822,0.0017608404159545898,0.06683409214019775,4.577462904496254
52,52,52,0,False,-4.162169976793618,0.02073325216770172,0.08294795962481075,0.009689182043075562,0.07152700424194336,4.162169976793618
53,53,53,0,False,-4.0952554501213125,0.01678651198744774,0.08172274763152625,0.022460222244262695,0.07125192880630493,4.0952554501213125
54,54,54,0,False,-4.6823681878618935,0.02547541633248329,0.08070006888063455,0.03153088688850403,0.07196974754333496,4.6823681878618935
55,55,55,0,False,-5.096013468829697,0.02849612385034561,0.07976785557652225,0.04151642322540283,0.07359355688095093,5.096013468829697
56,56,56,0,False,-5.949835495464204,0.0401502326130867,0.07907280955961987,0.04590868949890137,0.07486283779144287,5.949835495464204
57,57,57,0,False,-6.884444794036891,0.053399693220853806,0.07863016962274459,0.04382777214050293,0.07504165172576904,6.884444794036891
58,58,58,0,False,-6.772222963687719,0.05044715106487274,0.0781524913421027,0.04779905080795288,0.0766863226890564,6.772222963687719
59,59,59,0,False,-7.372007340809599,0.05988438427448273,0.0778480228909757,0.04364359378814697,0.0740896463394165,7.372007340809599
60,60,60,0,False,-7.143441391825618,0.05746883526444435,0.07751393784791781,0.03987175226211548,0.07490712404251099,7.143441391825618
61,61,61,0,False,-6.547621759854139,0.049214620143175125,0.0770574972397768,0.03743472695350647,0.0778387188911438,6.547621759854139
62,62,62,0,False,-6.672540307603752,0.05240950733423233,0.07666625930476816,0.027706682682037354,0.07781022787094116,6.672540307603752
63,63,63,0,False,-6.160050813981297,0.04522804915904999,0.07617503727124131,0.020795822143554688,0.08101677894592285,6.160050813981297
64,64,64,0,False,-6.705190232786154,0.052091680467128754,0.07580452408963957,0.010574698448181152,0.08377251029014587,6.705190232786154
65,65,65,0,False,-6.616191724114618,0.04803043603897095,0.07538370457372036,0.004309892654418945,0.09090286493301392,6.616191724114618
66,66,66,0,False,-5.540467736192557,0.022315070033073425,0.07459163540147189,0.01347285509109497,0.10052534937858582,5.540467736192557
67,67,67,0,False,-6.126271441512144,0.03297239542007446,0.07397958775468663,0.006686538457870483,0.10304880142211914,6.126271441512144
68,68,68,0,False,-6.944820232398636,0.04617941379547119,0.07357668668281395,0.00048595666885375977,0.10373920202255249,6.944820232398636
69,69,69,0,False,-6.070125218190058,0.02543039619922638,0.07288888253304841,0.006868839263916016,0.11002075672149658,6.070125218190058
70,70,70,0,False,-7.146393409008465,0.044280074536800385,0.07248594157535478,0.007039487361907959,0.11196392774581909,7.146393409008465
71,71,71,0,False,-8.187135796256229,0.05744154006242752,0.0722769915543419,0.016726672649383545,0.11547195911407471,8.187135796256229
72,72,72,0,False,-6.7100016394022415,0.028396517038345337,0.07167588916371181,0.005937516689300537,0.12144523859024048,6.7100016394022415
73,73,73,0,False,-7.1378323353133775,0.028187133371829987,0.07108820327463232,0.0063787102699279785,0.1309989094734192,7.1378323353133775
74,74,74,0,False,-7.582326598334917,0.037056416273117065,0.07063444611461213,0.007856488227844238,0.13206905126571655,7.582326598334917
75,75,75,0,False,-6.85467172098362,0.012650638818740845,0.0698715012817717,0.0030504465103149414,0.13470393419265747,6.85467172098362
76,76,76,0,False,-7.1010314731296065,0.02097063511610031,0.06923642509780195,0.0001977086067199707,0.1356862187385559,7.1010314731296065
77,77,77,0,False,-7.631700320797536,0.03496208041906357,0.06879701042243351,0.005594015121459961,0.1355597972869873,7.631700320797536
78,78,78,0,False,-8.73700248998399,0.053460098803043365,0.06860287230066908,0.015043377876281738,0.1373894214630127,8.73700248998399
79,79,79,0,False,-7.938441749991594,0.03399715572595596,0.06817030084348516,0.01266491413116455,0.14291226863861084,7.938441749991594
80,80,80,0,False,-7.575428502108195,0.019454844295978546,0.06756887545400977,0.008703351020812988,0.14616817235946655,7.575428502108195
81,81,81,0,False,-7.837261024707521,0.029111750423908234,0.0670998861243744,0.012580454349517822,0.14498558640480042,7.837261024707521
82,82,82,0,False,-7.9959792481442395,0.032305240631103516,0.06668067352806992,0.014375627040863037,0.1455785036087036,7.9959792481442395
83,83,83,0,False,-7.730331907889905,0.020121261477470398,0.06612639481318183,0.008804261684417725,0.1490175724029541,7.730331907889905
84,84,84,0,False,-7.406455254262506,0.0036690980195999146,0.06539160308619851,0.0008412003517150879,0.147944837808609,7.406455254262506
85,85,85,0,False,-7.569696051598481,0.0216820165514946,0.06488335207998103,0.0057479143142700195,0.1449366807937622,7.569696051598481
86,86,86,0,False,-7.702070914230429,0.026052996516227722,0.06443702615396088,0.006291806697845459,0.14482450485229492,7.702070914230429
87,87,87,0,False,-7.599879914534684,0.022356748580932617,0.0639588411815401,0.0018925070762634277,0.14525973796844482,7.599879914534684
88,88,88,0,False,-7.226588640991266,0.00212879478931427,0.06326412155915553,0.010899126529693604,0.14405733346939087,7.226588640991266
89,89,89,0,False,-7.1288240391974655,0.01369977742433548,0.0627134066243242,0.011693477630615234,0.1394294798374176,7.1288240391974655
90,90,90,0,False,-7.216109760631017,0.02399270236492157,0.06228790437971538,0.009202182292938232,0.13579991459846497,7.216109760631017
91,91,91,0,False,-7.679294641928844,0.03620237857103348,0.06200436605570797,0.004475593566894531,0.13537409901618958,7.679294641928844
92,92,92,0,False,-7.77834082846769,0.037823356688022614,0.061744355202292,0.0010018646717071533,0.13593235611915588,7.77834082846769
93,93,93,0,False,-7.4679400075994415,0.029247179627418518,0.06139864056851675,0.0015014111995697021,0.13741981983184814,7.4679400075994415
94,94,94,0,False,-8.035609225331338,0.04236695170402527,0.0611983070015221,0.00739675760269165,0.136359304189682,8.035609225331338
95,95,95,0,False,-8.841520812276963,0.055122166872024536,0.06113501387517317,0.016647160053253174,0.13725179433822632,8.841520812276963
96,96,96,0,False,-8.005712347815601,0.03444686532020569,0.060859878323060106,0.017496466636657715,0.1434715986251831,8.005712347815601
97,97,97,0,False,-7.7410023269879265,0.024786323308944702,0.06049178082291607,0.01699066162109375,0.14568156003952026,7.7410023269879265
98,98,98,0,False,-8.085743044399242,0.03334283083677292,0.06021754900487422,0.023699641227722168,0.14540648460388184,8.085743044399242
99,99,99,0,False,-7.942469025596638,0.026072092354297638,0.05987609443836846,0.025183558464050293,0.14791855216026306,7.942469025596638
100,100,0,1,False,-2.020799746820076,0.015594898723065853,0.059437666758018926,0.0009075701236724854,0.025687068700790405,2.020799746820076
101,101,1,1,False,-1.8309630322678752,0.01728909823577851,0.05902444549799696,0.007883310317993164,0.009119868278503418,1.8309630322678752
102,102,2,1,False,-2.2633811359864544,0.021210642298683524,0.058657321195091004,0.007011592388153076,0.014157325029373169,2.2633811359864544
103,103,3,1,False,-0.7432919199323751,0.0015522395260632038,0.05810823387135035,0.004809439182281494,0.013719499111175537,0.7432919199323751
104,104,4,1,False,-2.483088791421388,0.02328573213890195,0.05777659099770799,0.012808144092559814,0.011547386646270752,2.483088791421388
105,105,5,1,False,-4.993050261069644,0.048551677726209164,0.0576895635140146,0.022062361240386963,0.007510721683502197,4.993050261069644
106,106,6,1,False,-7.112799930171905,0.07010417897254229,0.057805587957552244,0.020294189453125,0.012904703617095947,7.112799930171905
107,107,7,1,False,-8.486525618283563,0.08413693215698004,0.05804939670013954,0.018623709678649902,0.012062788009643555,8.486525618283563
108,108,8,1,False,-8.414622903297396,0.08358111325651407,0.058283632631849394,0.014491915702819824,0.013004839420318604,8.414622903297396
109,109,9,1,False,-9.053361680909713,0.09014587476849556,0.05857328937854618,0.012142777442932129,0.011523067951202393,9.053361680909713
110,110,10,1,False,-7.6148298255965035,0.07574404589831829,0.05872798087872431,0.0036278963088989258,0.015246301889419556,7.6148298255965035
111,111,11,1,False,-8.238332805356237,0.0820670872926712,0.05893636575742026,0.0007790327072143555,0.01440197229385376,8.238332805356237
112,112,12,1,False,-8.022500297037656,0.07940984703600407,0.059117547007673216,0.012067347764968872,0.019362032413482666,8.022500297037656
113,113,13,1,False,-9.246604257815592,0.0916157178580761,0.05940261868179955,0.014448285102844238,0.020429491996765137,9.246604257815592
114,114,14,1,False,-9.525293853827431,0.0938353668898344,0.059702033883608556,0.023076951503753662,0.023230135440826416,9.525293853827431
115,115,15,1,False,-9.834528614139922,0.096659273840487,0.06002063077978854,0.02847108244895935,0.02246147394180298,9.834528614139922
116,116,16,1,False,-9.677226895195586,0.09432422555983067,0.060313823897566676,0.03681221604347229,0.022718071937561035,9.677226895195586
117,117,17,1,False,-9.955265119855504,0.09683885797858238,0.06062335808469393,0.04127025604248047,0.020703375339508057,9.955265119855504
118,118,18,1,True,-1010.230966179076,0.09944856911897659,0.06094962036229294,0.04476618766784668,0.0174638032913208,10.230966179075937
119,119,19,1,True,-1010.8173324836179,0.10605681873857975,0.06132551368209534,0.040800541639328,0.012206286191940308,10.817332483617893
120,120,20,1,True,-1010.7046022682658,0.10543106123805046,0.06169002233958257,0.03661465644836426,0.005651205778121948,10.704602268265809
121,121,21,1,True,-1010.6721969454576,0.10558233968913555,0.06204979543261169,0.03108137845993042,0.0013195276260375977,10.672196945457545
122,122,22,1,False,-9.984866456733771,0.09905871003866196,0.06235068091721373,0.024959832429885864,0.0023490190505981445,9.984866456733771
123,123,23,1,False,-9.513409410213042,0.09460884518921375,0.06261082740327824,0.019263386726379395,0.005250811576843262,9.513409410213042
124,124,24,1,False,-8.641490276035519,0.08602595701813698,0.06279814844019711,0.01436537504196167,0.007868707180023193,8.641490276035519
125,125,25,1,False,-8.266650842756118,0.08235128782689571,0.06295333208612329,0.009690701961517334,0.010684490203857422,8.266650842756118
126,126,26,1,False,-8.094424608518331,0.08063660562038422,0.06309257046040881,0.005103737115859985,0.013144850730895996,8.094424608518331
127,127,27,1,False,-7.28126595203451,0.07247173227369785,0.06316584516207513,0.001684039831161499,0.013974606990814209,7.28126595203451
128,128,28,1,False,-5.713541609756808,0.05690953508019447,0.06311734663430861,0.001627504825592041,0.010019659996032715,5.713541609756808
129,129,29,1,False,-4.921351384859094,0.04904118925333023,0.06300906850060878,0.008099019527435303,0.0014603734016418457,4.921351384859094
130,130,30,1,False,-5.566992974848748,0.05441504903137684,0.06294346529855357,0.020151913166046143,0.012102663516998291,5.566992974848748
131,131,31,1,False,-5.878959901407906,0.05541803315281868,0.06288645444896468,0.03440007567405701,0.018890976905822754,5.878959901407906
132,132,32,1,False,-6.822916963913683,0.06299236789345741,0.06288725079065259,0.0468173623085022,0.02359786629676819,6.822916963913683
133,133,33,1,False,-8.051727179574875,0.07502981275320053,0.06297786692470145,0.053209006786346436,0.02414610981941223,8.051727179574875
134,134,34,1,False,-8.527996862284136,0.07942737638950348,0.06309971514295924,0.058147549629211426,0.02178812026977539,8.527996862284136
135,135,35,1,False,-9.338751534851998,0.08842194452881813,0.06328590800609056,0.056684136390686035,0.019951432943344116,9.338751534851998
136,136,36,1,True,-1010.1226459719794,0.09740220010280609,0.0635349320359936,0.05129444599151611,0.020181924104690552,10.122645971979408
137,137,37,1,False,-9.435379208233524,0.09098467230796814,0.06373384319738472,0.0451657772064209,0.021395385265350342,9.435379208233524
138,138,38,1,False,-9.44523684264209,0.09107812121510506,0.06393056462197264,0.043618470430374146,0.024526149034500122,9.44523684264209
139,139,39,1,True,-1010.9151821581448,0.10636608675122261,0.06423367549432442,0.040759533643722534,0.027205944061279297,10.915182158144873
140,140,40,1,True,-1011.3122759982411,0.11045794934034348,0.0645615072237288,0.03854775428771973,0.029954493045806885,11.312275998241164
141,141,41,1,True,-1012.2760075008841,0.1201261356472969,0.06495280742389478,0.03734546899795532,0.034121930599212646,12.276007500884178
142,142,42,1,True,-1013.1582997083583,0.1289309225976467,0.06540020683070423,0.03606066107749939,0.038252294063568115,13.158299708358355
143,143,43,1,True,-1013.8381140639265,0.13564855977892876,0.06588804261506691,0.03461456298828125,0.042391806840896606,13.838114063926486
144,144,44,1,True,-1014.758820995016,0.14486470818519592,0.06643270927417125,0.03343561291694641,0.04547575116157532,14.758820995015935
145,145,45,1,True,-1014.8122672976308,0.14518238604068756,0.06697209062188711,0.031122267246246338,0.04980972409248352,14.81226729763079
146,146,46,1,True,-1014.7936101647703,0.14470196142792702,0.06750086525322072,0.02879387140274048,0.054375022649765015,14.793610164770222
147,147,47,1,True,-1013.480500226815,0.13014816492795944,0.06792415781859057,0.026898443698883057,0.06489875912666321,13.480500226815023
148,148,48,1,True,-1014.4989735366815,0.14011020213365555,0.06840862791466483,0.026854604482650757,0.06959488987922668,14.498973536681532
149,149,49,1,True,-1015.2694847325051,0.14672982320189476,0.0689307692165797,0.03052455186843872,0.07881975173950195,15.26948473250513
150,150,50,1,True,-1014.6483481291798,0.1372227780520916,0.06938303417575527,0.03152197599411011,0.09754815697669983,14.64834812917983
151,151,51,1,True,-1014.725970143838,0.13326770067214966,0.06980332803428418,0.037551164627075195,0.11954274773597717,14.725970143838053
152,152,52,1,True,-1016.6252634689041,0.14989741146564484,0.07032681877566563,0.04914727807044983,0.1351568102836609,16.625263468904105
153,153,53,1,True,-1018.5825756009157,0.16342579200863838,0.07093135756289272,0.06839758157730103,0.16313999891281128,18.582575600915668
154,154,54,1,True,-1020.9442847329476,0.18375982716679573,0.07165928317324048,0.09052473306655884,0.17944303154945374,20.944284732947583
155,155,55,1,True,-1022.612714269703,0.1966015174984932,0.0724601949317357,0.11122030019760132,0.19379204511642456,22.612714269703016
156,156,56,1,True,-1022.3391588241229,0.18654454499483109,0.0731868468429656,0.1248408854007721,0.21174156665802002,22.339158824122926
157,157,57,1,True,-1024.357563247586,0.2051161639392376,0.07402184252079011,0.14703208208084106,0.21773231029510498,24.35756324758615
158,158,58,1,True,-1025.1436996024904,0.2093450427055359,0.07487293183012812,0.1652745008468628,0.22419902682304382,25.14369960249039
159,159,59,1,True,-1026.6204702198086,0.21965034306049347,0.07577779065031791,0.1923213005065918,0.23127299547195435,26.62047021980863
160,160,60,1,True,-1026.6687637068455,0.21152156963944435,0.07662091971236218,0.2129080891609192,0.24534431099891663,26.668763706845517
161,161,61,1,True,-1026.7516531079318,0.20084430649876595,0.07738773074190787,0.2358587384223938,0.26320579648017883,26.751653107931922
162,162,62,1,True,-1026.6754445586694,0.1850545033812523,0.07804826308938852,0.25955830514431,0.2833382189273834,26.67544455866932
163,163,63,1,True,-1027.7040000888276,0.18196164816617966,0.07868188129107627,0.29432569444179535,0.2965415120124817,27.70400008882761
164,164,64,1,True,-1028.3611188211692,0.16913708299398422,0.07923009463473026,0.33006250858306885,0.3136408030986786,28.361118821169068
165,165,65,1,True,-1028.5806562356931,0.14810810983181,0.0796450224371223,0.36222025752067566,0.3283199667930603,28.580656235693173
166,166,66,1,True,-1028.9254625526135,0.12904475629329681,0.07994082922668024,0.393097423017025,0.3369527757167816,28.925462552613357
167,167,67,1,True,-1029.4477439238765,0.11553928256034851,0.08015272478223778,0.4147174134850502,0.3485398292541504,29.44774392387652
168,168,68,1,True,-1029.986266139119,0.10524652898311615,0.08030120883076369,0.4306584373116493,0.36041149497032166,29.98626613911899
169,169,69,1,True,-1030.5429585301258,0.0953751727938652,0.08038987920701723,0.44539541378617287,0.37200289964675903,30.542958530125702
170,170,70,1,True,-1030.9357892867372,0.08194268494844437,0.0803989599423472,0.4585787281394005,0.38164952397346497,30.93578928673724
171,171,71,1,True,-1031.3198974739512,0.06773010641336441,0.08032530381717871,0.4702111165970564,0.391058087348938,31.319897473951077
172,172,72,1,True,-1031.6655174282803,0.05196274816989899,0.08016135840881293,0.4802545793354511,0.3995460271835327,31.665517428280275
173,173,73,1,True,-1032.025400764376,0.042821481823921204,0.07994676141694573,0.4866069257259369,0.4075898677110672,32.025400764376016
174,174,74,1,True,-1032.6258107783092,0.0441170409321785,0.07974202015703277,0.49351150961592793,0.41765841096639633,32.62581077830915
175,175,75,1,True,-1033.2246037899088,0.04452924430370331,0.07954194756695704,0.5009537037694827,0.42739173024892807,33.22460378990887
176,176,76,1,True,-1033.783405995873,0.04279935359954834,0.07933436229030502,0.5097134364768863,0.4351924657821655,33.78340599587299
177,177,77,1,True,-1034.2523922033763,0.04378093034029007,0.07913462390856336,0.5177368447184563,0.43996821343898773,34.25239220337621
178,178,78,1,True,-1034.669997698916,0.042653314769268036,0.07893081771225445,0.5244752988219261,0.44547944515943527,34.66999769891584
179,179,79,1,True,-1035.0912468559236,0.04325380176305771,0.07873261206809225,0.5319481119513512,0.44956187903881073,35.09124685592352
180,180,80,1,True,-1035.4771346293012,0.0425916463136673,0.07853293822414514,0.5385238789021969,0.4540778249502182,35.47713462930113
181,181,81,1,True,-1035.7770933928352,0.04239694029092789,0.07833438878495164,0.5430267006158829,0.45818354934453964,35.77709339283524
182,182,82,1,True,-1036.0504540802594,0.04319162666797638,0.07814235183349276,0.546625167131424,0.46216117963194847,36.050454080259335
183,183,83,1,True,-1036.3082493689426,0.04381866008043289,0.077955810030487,0.5498341619968414,0.4661734476685524,36.30824936894271
184,184,84,1,True,-1036.6070525763146,0.044339410960674286,0.07777409976524477,0.554050125181675,0.47031377255916595,36.60705257631454
185,185,85,1,True,-1036.9361546116472,0.043332718312740326,0.07758893104775819,0.5588631331920624,0.4752608835697174,36.9361546116472
186,186,86,1,True,-1037.2357168644426,0.043009527027606964,0.07740401444871994,0.5645751357078552,0.4779697507619858,37.23571686444252
187,187,87,1,True,-1037.451178750666,0.043220505118370056,0.07722218727143085,0.5685682222247124,0.47989003360271454,37.45117875066593
188,188,88,1,True,-1037.6900001095623,0.043042734265327454,0.07704134360473189,0.5737500861287117,0.48126351833343506,37.69000010956232
189,189,89,1,True,-1037.8330341664846,0.04368524253368378,0.07686578517804217,0.5769089907407761,0.48174454271793365,37.83303416648468
190,190,90,1,True,-1037.9673019263153,0.04403772950172424,0.07669391054099338,0.5798953771591187,0.48225560784339905,37.96730192631519
191,191,91,1,True,-1037.9933160606618,0.04190673679113388,0.07651272734437953,0.5808921530842781,0.48263488709926605,37.99331606066175
192,192,92,1,True,-1038.129572948092,0.041166163980960846,0.07632958452902502,0.5842711851000786,0.4831089973449707,38.129572948091834
193,193,93,1,True,-1038.2143924013994,0.04048805683851242,0.07614483438629042,0.5863080397248268,0.48355109989643097,38.214392401399365
194,194,94,1,True,-1038.2403545772197,0.038817718625068665,0.07595341327982262,0.5871370062232018,0.48391400277614594,38.240354577219726
195,195,95,1,True,-1038.388157130573,0.03875425457954407,0.0757636216538008,0.5904478132724762,0.4845864772796631,38.388157130573056
196,196,96,1,True,-1038.3951400546193,0.03793303668498993,0.07557158822756317,0.5907059907913208,0.4847530126571655,38.39514005461932
197,197,97,1,True,-1038.5455244141194,0.0373593270778656,0.07537859700963541,0.5942847579717636,0.4853305369615555,38.545524414119505
198,198,98,1,True,-1038.5940864824233,0.03629188984632492,0.07518218139574942,0.5954992324113846,0.48570944368839264,38.59408648242329
199,199,99,1,True,-1038.7309261768705,0.03498703986406326,0.074981205688091,0.5985842049121857,0.48665638267993927,38.73092617687044
200,200,0,2,False,-3.194683722778402,0.0006972695700824261,0.07461163386660837,0.007868021726608276,0.0633920431137085,3.194683722778402
201,201,1,2,False,-3.177435938537652,0.010035316576249897,0.07429194912754719,0.014822632074356079,0.05844569206237793,3.177435938537652
202,202,2,2,False,-4.478471773257393,0.021004906157031655,0.07402945137892396,0.02668517827987671,0.07446986436843872,4.478471773257393
203,203,3,2,False,-5.516452449051104,0.027568502817302942,0.07380170163107287,0.03896448016166687,0.08725926280021667,5.516452449051104
204,204,4,2,False,-6.583903676572239,0.03392320917919278,0.07360717239960028,0.051369696855545044,0.10048449039459229,6.583903676572239
205,205,5,2,False,-7.976963603876528,0.04085144307464361,0.07344816400481895,0.06688886880874634,0.11959639191627502,7.976963603876528
206,206,6,2,False,-9.536015580489147,0.05100932437926531,0.07333976381339115,0.08324289321899414,0.1379748284816742,9.536015580489147
207,207,7,2,True,-1011.0506065368206,0.06032016780227423,0.07327716960179924,0.1017274558544159,0.15473783016204834,11.050606536820629
208,208,8,2,True,-1012.2213393011735,0.06656503025442362,0.0732450541025295,0.11538082361221313,0.16943466663360596,12.221339301173495
209,209,9,2,True,-1013.1341879182792,0.07091640308499336,0.07323396528816029,0.12942636013031006,0.1792624592781067,13.134187918279208
210,210,10,2,True,-1013.7555335613765,0.07133123837411404,0.07322494762506053,0.14433768391609192,0.1857415735721588,13.755533561376495
211,211,11,2,True,-1014.1773112086486,0.06851418316364288,0.07320272703797838,0.1586102843284607,0.190956711769104,14.177311208648542
212,212,12,2,True,-1013.9622945915373,0.05143841542303562,0.07310054717124155,0.17233902215957642,0.19414913654327393,13.962294591537322
213,213,13,2,True,-1013.8335473090206,0.028244663029909134,0.07289094023600168,0.18686723709106445,0.19605204463005066,13.833547309020554
214,214,14,2,True,-1014.2164722016228,0.01806103251874447,0.07263591740940979,0.20230746269226074,0.19649457931518555,14.216472201622736
215,215,15,2,True,-1014.7027471233595,0.012154699303209782,0.07235591177002923,0.21888351440429688,0.19485217332839966,14.70274712335951
216,216,16,2,True,-1015.4855680228948,0.017609411850571632,0.07210362375196722,0.23421713709831238,0.19955724477767944,15.485568022894778
